Postcode,Postcode Status,LSOA code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
NE6 4NU,Live,E01008433,Newcastle upon Tyne 020C E01008433,15621,5,17976,6,0.09,9836,3,0.119,18598,6,5445,2,16403,5,30278,10,23971,8,22986,7,0.076,18969,6,0.108
NE12 6SA,Live,E01008505,North Tyneside 012B E01008505,21175,7,20153,7,0.077,14921,5,0.087,21360,7,14918,5,12449,4,25001,8,31772,10,27103,9,0.051,21327,7,0.092
NE28 7LQ,Live,E01008572,North Tyneside 029A E01008572,2715,1,2323,1,0.296,2558,1,0.213,6134,2,2886,1,778,1,26275,8,15637,5,989,1,0.428,7048,3,0.248
NE35 9DZ,Live,E01008610,South Tyneside 021A E01008610,1836,1,1046,1,0.349,1119,1,0.257,2119,1,2519,1,7693,3,14595,5,32304,10,987,1,0.428,2445,1,0.374
NE33 4UG,Live,E01008679,South Tyneside 005A E01008679,13063,4,16003,5,0.102,10756,4,0.112,18757,6,6773,3,2209,1,30895,10,28180,9,21523,7,0.085,15689,5,0.134
SR5 5LN,Live,E01008821,Sunderland 004D E01008821,539,1,446,1,0.395,476,1,0.298,803,1,742,1,1996,1,20617,7,31825,10,345,1,0.496,2602,1,0.368
SR4 8PG,Live,E01008810,Sunderland 014A E01008810,4318,2,3334,2,0.267,2436,1,0.216,4136,2,3865,2,7577,3,29725,10,32024,10,5304,2,0.28,2079,1,0.39
BS13 9AJ,Live,E01014594,Bristol 048A E01014594,359,1,176,1,0.438,869,1,0.27,370,1,696,1,1801,1,14011,5,25201,8,99,1,0.561,2633,1,0.367
BS22 8XX,Live,E01014838,North Somerset 016E E01014838,21430,7,16530,6,0.099,15941,5,0.082,12890,4,22229,7,21223,7,28471,9,29301,9,13145,5,0.16,23417,8,0.08
BS48 2HN,Live,E01014779,North Somerset 009E E01014779,27099,9,25632,8,0.052,24376,8,0.051,30180,10,15341,5,21305,7,14880,5,32335,10,29496,9,0.038,23945,8,0.076
BS34 8SF,Live,E01014981,South Gloucestershire 017B E01014981,26260,8,22670,7,0.065,26628,9,0.044,22420,7,30999,10,24719,8,5582,2,31846,10,19264,6,0.101,25805,8,0.067
BS15 3LA,Live,E01014918,South Gloucestershire 031C E01014918,26211,8,24513,8,0.057,21716,7,0.059,16541,6,28342,9,18664,6,18368,6,31102,10,25940,8,0.058,22126,7,0.087
BS35 3LA,Live,E01014991,South Gloucestershire 002B E01014991,11707,4,10284,4,0.152,9329,3,0.123,6097,2,13631,5,12330,4,19566,6,27146,9,11023,4,0.186,10326,4,0.195
TS24 9PB,Live,E01011954,Hartlepool 001A E01011954,5729,2,3723,2,0.257,2497,1,0.215,8363,3,6427,2,9256,3,28573,9,30810,10,3092,1,0.335,6835,3,0.252
TS12 1HJ,Live,E01012158,Redcar and Cleveland 007A E01012158,27904,9,22782,7,0.064,22099,7,0.058,29337,9,15426,5,30291,10,24788,8,32282,10,17915,6,0.112,25595,8,0.068
TS10 2HN,Live,E01012176,Redcar and Cleveland 004A E01012176,23270,8,21551,7,0.07,15145,5,0.086,26890,9,13049,4,17974,6,32631,10,28720,9,24787,8,0.065,24449,8,0.074
YO25 5HR,Live,E01012977,East Riding of Yorkshire 044B E01012977,27216,9,24949,8,0.055,23720,8,0.053,18725,6,26996,9,28768,9,14809,5,25275,8,21486,7,0.085,27286,9,0.059
HU17 7EJ,Live,E01013068,East Riding of Yorkshire 016E E01013068,31561,10,28784,9,0.039,23280,8,0.054,30435,10,29081,9,29844,10,30027,10,25728,8,25738,8,0.059,31762,10,0.032
DN35 9NF,Live,E01013135,North East Lincolnshire 018B E01013135,8777,3,6639,3,0.2,5806,2,0.159,5886,2,10110,4,14854,5,30078,10,18363,6,5361,2,0.279,10832,4,0.189
DN35 9NX,Live,E01013154,North East Lincolnshire 018C E01013154,25551,8,26291,9,0.049,18968,6,0.069,21413,7,17052,6,22170,7,32265,10,19551,6,25540,8,0.061,28671,9,0.052
DN37 9EH,Live,E01013145,North East Lincolnshire 004B E01013145,20460,7,20561,7,0.075,16443,6,0.08,10184,4,19024,6,14214,5,30688,10,25705,8,23388,8,0.073,22530,7,0.085
DL9 4BD,Live,E01027754,Richmondshire 004C E01027754,25470,8,26468,9,0.049,29134,9,0.036,10457,4,25170,8,23313,8,13367,5,24210,8,27849,9,0.047,21194,7,0.093
DN14 9NS,Live,E01027885,Selby 008C E01027885,29049,9,24025,8,0.059,23714,8,0.053,19105,6,25715,8,27460,9,31787,10,29354,9,22579,7,0.078,23118,8,0.081
YO30 6ZS,Live,E01013428,York 006A E01013428,24281,8,22145,7,0.067,23356,8,0.054,13692,5,22642,7,23291,8,17718,6,24521,8,23369,8,0.073,23732,8,0.078
LU4 9FJ,Live,E01015716,Luton 011D E01015716,5375,2,6519,2,0.202,6530,2,0.15,10589,4,870,1,12438,4,5087,2,21229,7,7533,3,0.239,9053,3,0.214
MK42 9AD,Live,E01017473,Bedford 015B E01017473,13809,5,12903,4,0.127,16813,6,0.078,9158,3,23841,8,13816,5,9853,3,6548,2,10341,4,0.196,13330,5,0.158
SG15 6XS,Live,E01017377,Mid Bedfordshire 010B E01017377,26388,9,22086,7,0.067,24382,8,0.051,17439,6,27128,9,23630,8,25974,8,17813,6,21147,7,0.088,20811,7,0.095
MK12 5BT,Live,E01016840,Milton Keynes 010D E01016840,23265,8,20684,7,0.074,25901,8,0.046,17867,6,29120,9,12916,4,9961,4,22194,7,18371,6,0.109,23327,8,0.08
S43 4QG,Live,E01019491,Bolsover 001C E01019491,12527,4,12892,4,0.127,8563,3,0.13,8662,3,12367,4,18728,6,17853,6,17328,6,12425,4,0.168,18509,6,0.111
S41 9LG,Live,E01019528,Chesterfield 001B E01019528,21742,7,18399,6,0.087,16551,6,0.079,19112,6,11275,4,29192,9,23348,8,31546,10,20153,7,0.095,18625,6,0.11
S41 0LP,Live,E01019545,Chesterfield 012A E01019545,18850,6,17869,6,0.09,13027,4,0.097,20906,7,6936,3,24765,8,31825,10,25047,8,13859,5,0.152,23669,8,0.078
DE56 0DA,Live,E01019411,Amber Valley 011B E01019411,19815,7,20118,7,0.077,17452,6,0.075,9001,3,15287,5,25417,8,17392,6,28497,9,24796,8,0.065,15688,5,0.134
DE45 1JA,Live,E01019599,Derbyshire Dales 003A E01019599,29783,10,29749,10,0.035,28651,9,0.037,26913,9,28170,9,31996,10,12788,4,16815,6,25331,8,0.062,31911,10,0.031
DE5 3JQ,Live,E01019457,Amber Valley 005F E01019457,19408,6,20015,7,0.078,14614,5,0.088,9615,3,13422,5,24058,8,24821,8,29524,9,20040,7,0.095,22284,7,0.086
DE21 4QX,Live,E01013506,Derby 006B E01013506,16431,6,13556,5,0.121,11677,4,0.105,12215,4,12478,4,23634,8,23933,8,24492,8,12504,4,0.167,15595,5,0.135
BH10 5HS,Live,E01015336,Bournemouth 007B E01015336,17352,6,16043,5,0.102,15254,5,0.085,12312,4,18243,6,18375,6,17510,6,14150,5,13433,5,0.157,20916,7,0.094
DH8 6LZ,Live,E01020641,Derwentside 007C E01020641,12280,4,10715,4,0.147,8990,3,0.126,11643,4,5034,2,17578,6,31525,10,28373,9,17996,6,0.112,7029,3,0.248
DL5 7LF,Live,E01020815,Sedgefield 009C E01020815,15149,5,14117,5,0.117,12202,4,0.102,17122,6,8178,3,14843,5,13084,4,32352,10,12045,4,0.173,19460,6,0.104
DL3 9SH,Live,E01012314,Darlington 006F E01012314,2940,1,1949,1,0.31,1521,1,0.243,1397,1,4537,2,13368,5,27248,9,32043,10,1615,1,0.392,4602,2,0.302
DL1 1LL,Live,E01012342,Darlington 009C E01012342,5180,2,5000,2,0.23,6182,2,0.154,2575,1,6563,2,1565,1,23819,8,27695,9,3272,1,0.329,9100,3,0.213
BN23 7BL,Live,E01020956,Eastbourne 003D E01020956,17357,6,18813,6,0.084,14353,5,0.09,10514,4,16682,6,25615,8,7184,3,27461,9,17694,6,0.114,22465,7,0.085
PO13 0JN,Live,E01022803,Gosport 001D E01022803,6605,3,7958,3,0.181,8161,3,0.133,2321,1,4765,2,6925,3,23948,8,15188,5,10260,4,0.197,3861,2,0.322
PO12 3BU,Live,E01032884,Gosport 007F E01032884,17564,6,23739,8,0.06,25342,8,0.048,6590,3,18320,6,6763,3,15620,5,12805,4,20152,7,0.095,22138,7,0.087
RG24 9UP,Live,E01032844,Basingstoke and Deane 007I E01032844,15272,5,14884,5,0.11,17912,6,0.073,10502,4,11773,4,6216,2,18006,6,24952,8,20187,7,0.094,7285,3,0.244
RG21 3NP,Live,E01022481,Basingstoke and Deane 012A E01022481,21237,7,19031,6,0.083,21275,7,0.061,15899,5,24655,8,6130,2,21799,7,27007,9,17678,6,0.114,19944,7,0.101
GU14 9RN,Live,E01023132,Rushmoor 005C E01023132,22351,7,20092,7,0.077,25580,8,0.047,15298,5,18666,6,9508,3,19829,7,27562,9,18225,6,0.11,14957,5,0.141
SO15 7QU,Live,E01017248,Southampton 011B E01017248,28634,9,27705,9,0.044,30241,10,0.032,30042,10,23300,8,17698,6,24381,8,11557,4,30548,10,0.031,20708,7,0.096
SO16 8FA,Live,E01017241,Southampton 007B E01017241,3139,1,7578,3,0.186,9261,3,0.123,2885,1,1583,1,1303,1,3537,2,4502,2,9651,3,0.206,5709,2,0.275
SO19 9NA,Live,E01017262,Southampton 026E E01017262,11618,4,13636,5,0.12,15160,5,0.085,4355,2,12390,4,9134,3,9640,3,20128,7,15978,5,0.13,11939,4,0.174
LE3 3BD,Live,E01025667,Blaby 004B E01025667,14407,5,16290,5,0.1,14242,5,0.09,9955,4,16903,6,4516,2,20273,7,16853,6,15145,5,0.138,16754,6,0.125
LE12 8JU,Live,E01025676,Charnwood 011C E01025676,31372,10,30663,10,0.031,27211,9,0.042,26194,8,31424,10,19626,6,24207,8,28951,9,29297,9,0.039,31019,10,0.038
LE11 4SQ,Live,E01025698,Charnwood 004D E01025698,26615,9,22886,7,0.064,24223,8,0.051,15284,5,26204,8,20526,7,25712,8,26678,9,22912,7,0.076,22942,7,0.082
LE65 1DT,Live,E01025917,North West Leicestershire 003C E01025917,28003,9,23575,8,0.061,22475,7,0.057,24796,8,28233,9,27579,9,26921,9,15902,5,22552,7,0.078,26748,9,0.062
LE2 6FU,Live,E01013705,Leicester 038C E01013705,11362,4,9644,3,0.16,7655,3,0.138,23871,8,8156,3,7079,3,15644,5,24513,8,11395,4,0.182,13611,5,0.155
LE5 6LN,Live,E01013669,Leicester 025B E01013669,22630,7,18304,6,0.087,16576,6,0.079,18693,6,19467,6,22286,7,26569,9,24912,8,18468,6,0.108,18150,6,0.113
ST5 2QS,Live,E01029601,Newcastle-under-Lyme 015E E01029601,27283,9,26176,8,0.05,21502,7,0.06,28543,9,15638,5,29973,10,19837,7,25097,8,27508,9,0.049,27708,9,0.057
WS12 4JH,Live,E01029384,Cannock Chase 005A E01029384,24911,8,25818,8,0.051,21743,7,0.059,15000,5,22503,7,16675,6,21493,7,26012,8,29096,9,0.04,21065,7,0.093
DE14 3DR,Live,E01029416,East Staffordshire 013D E01029416,22998,8,23136,8,0.062,20940,7,0.062,16434,6,12838,4,24509,8,24353,8,20417,7,28540,9,0.043,25783,8,0.067
SN13 9DF,Live,E01031932,North Wiltshire 017B E01031932,23661,8,17462,6,0.093,21629,7,0.06,22003,7,21142,7,20704,7,15802,5,28857,9,16669,6,0.124,19420,6,0.104
SN1 5ET,Live,E01015477,Swindon 015C E01015477,9577,3,10319,4,0.152,13348,5,0.095,10768,4,8409,3,1998,1,25135,8,7944,3,14380,5,0.146,3577,2,0.331
SN3 1ER,Live,E01015576,Swindon 017D E01015576,20619,7,20753,7,0.074,18592,6,0.071,19812,7,20282,7,5663,2,23327,8,22437,7,26154,8,0.057,21135,7,0.093
SN2 7SH,Live,E01015557,Swindon 005C E01015557,25154,8,27558,9,0.044,27364,9,0.042,14605,5,21329,7,14342,5,14788,5,26498,9,23599,8,0.072,27928,9,0.056
RG14 6NQ,Live,E01016290,West Berkshire 021B E01016290,29908,10,30589,10,0.031,25659,8,0.047,30136,10,29474,9,31342,10,8413,3,26584,9,30665,10,0.03,31662,10,0.033
RG2 8AF,Live,E01016438,Reading 017D E01016438,5111,2,5049,2,0.229,8785,3,0.128,2811,1,6397,2,7384,3,2862,1,19146,6,4562,2,0.296,4497,2,0.305
RG7 1ER,Live,E01016683,Wokingham 017B E01016683,27939,9,28884,9,0.039,28873,9,0.037,22472,7,31092,10,22408,7,5368,2,31164,10,29862,10,0.035,27336,9,0.059
RG6 7HS,Live,E01016664,Wokingham 006D E01016664,32836,10,32457,10,0.017,30771,10,0.029,32181,10,32162,10,31889,10,29922,10,30235,10,32673,10,0.009,31889,10,0.031
PE13 2SE,Live,E01018070,Fenland 003B E01018070,6816,3,9405,3,0.163,10625,4,0.113,1257,1,5261,2,12211,4,8996,3,19151,6,7752,3,0.235,8222,3,0.227
PE19 1LQ,Live,E01018190,Huntingdonshire 019D E01018190,16883,6,14032,5,0.117,14745,5,0.088,9168,3,19045,6,12999,4,29911,10,19678,6,9946,4,0.202,20544,7,0.097
PE4 6HX,Live,E01015676,Peterborough 006C E01015676,11658,4,10503,4,0.15,11032,4,0.11,11162,4,10090,4,9770,3,15276,5,17856,6,8762,3,0.22,15112,5,0.14
PE1 2UW,Live,E01015654,Peterborough 012E E01015654,4920,2,6286,2,0.206,9337,3,0.123,5621,2,3673,2,2320,1,11485,4,4900,2,7270,3,0.244,5510,2,0.28
WA7 6EP,Live,E01012438,Halton 014D E01012438,1084,1,382,1,0.402,551,1,0.291,3749,2,859,1,10269,4,14957,5,29312,9,145,1,0.543,2321,1,0.379
WA7 5YH,Live,E01012399,Halton 013D E01012399,2840,1,2985,1,0.276,2166,1,0.223,3166,1,2160,1,2862,1,27750,9,20998,7,3305,2,0.329,6289,2,0.262
WA5 2BY,Live,E01012532,Warrington 019F E01012532,25858,8,26420,9,0.049,21468,7,0.06,22743,7,11491,4,28506,9,32394,10,20124,7,31269,10,0.026,23567,8,0.079
WA5 1HG,Live,E01012497,Warrington 016C E01012497,9122,3,9556,3,0.161,5810,2,0.159,8645,3,6919,3,12370,4,14770,5,25760,8,12520,4,0.167,11983,4,0.174
EX5 3AJ,Live,E01019892,East Devon 006B E01019892,19012,6,15917,5,0.103,21641,7,0.06,12774,4,30167,10,23358,8,9821,3,8851,3,13075,4,0.161,19763,7,0.102
EX8 3AF,Live,E01019910,East Devon 016C E01019910,26107,8,23182,8,0.062,21059,7,0.062,22928,7,24102,8,21554,7,29912,10,15390,5,25677,8,0.06,21788,7,0.089
EX13 5EA,Live,E01019887,East Devon 005B E01019887,13255,5,9429,3,0.162,10180,4,0.116,7390,3,16688,6,15901,5,27700,9,23379,8,5737,2,0.272,18716,6,0.109
TQ14 9HZ,Live,E01020266,Teignbridge 008B E01020266,26087,8,23336,8,0.062,19643,6,0.067,25687,8,24919,8,24544,8,22744,7,16624,6,25995,8,0.058,25509,8,0.068
PL2 3DL,Live,E01015102,Plymouth 011D E01015102,19019,6,21502,7,0.07,17613,6,0.075,17854,6,13204,5,22161,7,31480,10,4649,2,25676,8,0.06,19521,6,0.104
PL5 3AG,Live,E01015071,Plymouth 008D E01015071,11846,4,12615,4,0.129,10398,4,0.115,16567,6,9535,3,14889,5,11524,4,7868,3,15672,5,0.133,11453,4,0.181
PL7 2RS,Live,E01015123,Plymouth 015C E01015123,17366,6,16171,5,0.101,14809,5,0.087,19869,7,10693,4,28364,9,26840,9,6720,3,19466,6,0.1,17074,6,0.122
PL6 5YB,Live,E01015066,Plymouth 012D E01015066,19417,6,25172,8,0.054,22549,7,0.057,14879,5,10543,4,26449,9,6547,2,15300,5,20356,7,0.093,26343,9,0.064
PL5 3NE,Live,E01015074,Plymouth 011A E01015074,4167,2,4438,2,0.241,2178,1,0.222,5029,2,2839,1,13276,5,15594,5,20911,7,4342,2,0.3,6168,2,0.265
PL4 7PG,Live,E01015060,Plymouth 021E E01015060,6891,3,8919,3,0.168,6927,3,0.146,8853,3,4943,2,9289,3,15739,5,4045,2,8664,3,0.221,12424,4,0.169
SS13 3HL,Live,E01021305,Basildon 013D E01021305,2428,1,3567,2,0.261,3210,1,0.198,744,1,7849,3,688,1,6202,2,25417,8,2747,1,0.346,7409,3,0.241
CM17 9LR,Live,E01021857,Harlow 001D E01021857,24036,8,19229,6,0.082,24603,8,0.05,19121,6,26532,9,14836,5,12933,4,28921,9,18903,6,0.105,15257,5,0.138
SS7 2TD,Live,E01021531,Castle Point 002E E01021531,19884,7,21312,7,0.071,18995,6,0.069,13142,5,22725,7,21617,7,4942,2,27242,9,20985,7,0.089,24386,8,0.074
CM7 1WY,Live,E01021371,Braintree 013B E01021371,26610,9,27616,9,0.044,22870,7,0.056,19510,6,26032,8,23333,8,9713,3,31785,10,28165,9,0.045,29614,10,0.047
SS8 9QS,Live,E01021507,Castle Point 010E E01021507,4422,2,2670,1,0.286,4652,2,0.175,1574,1,8379,3,10469,4,13353,5,27683,9,1126,1,0.419,3840,2,0.323
SS4 1TL,Live,E01021931,Rochford 002E E01021931,23029,8,22514,7,0.065,21973,7,0.058,8334,3,27504,9,17592,6,20912,7,27848,9,24311,8,0.068,21170,7,0.093
CM1 3ET,Live,E01021634,Chelmsford 011D E01021634,26699,9,30594,10,0.031,29251,9,0.035,26274,8,31619,10,3636,2,19722,7,20722,7,27828,9,0.047,29569,10,0.047
CM6 2AU,Live,E01033055,Uttlesford 007E E01033055,31639,10,30381,10,0.032,31799,10,0.024,26146,8,32246,10,23571,8,14515,5,31187,10,26702,9,0.054,31004,10,0.038
CM2 9ES,Live,E01021584,Chelmsford 012E E01021584,31813,10,31775,10,0.024,30542,10,0.03,26102,8,29232,9,20840,7,25251,8,25729,8,29880,10,0.035,32422,10,0.024
DY11 5PQ,Live,E01032452,Wyre Forest 006B E01032452,25641,8,21112,7,0.072,23699,8,0.053,22801,7,23865,8,17328,6,16622,6,28093,9,17205,6,0.119,23289,8,0.08
WR11 1DQ,Live,E01032381,Wychavon 017A E01032381,9765,3,12134,4,0.134,11363,4,0.108,2753,1,13679,5,14081,5,7501,3,16114,5,17287,6,0.118,9455,3,0.208
CT2 7AP,Live,E01024100,Canterbury 013B E01024100,25989,8,25455,8,0.053,31188,10,0.027,13931,5,23950,8,15243,5,12806,4,30797,10,8565,3,0.223,30227,10,0.043
CT12 6RH,Live,E01024686,Thanet 011A E01024686,4914,2,7936,3,0.181,3193,1,0.199,2874,1,5730,2,2450,1,20253,7,24670,8,6446,2,0.258,13684,5,0.154
DA10 0BZ,Live,E01024176,Dartford 004B E01024176,9421,3,10775,4,0.147,12767,4,0.099,8369,3,10685,4,4243,2,20736,7,4324,2,10277,4,0.197,10599,4,0.192
ME17 2LL,Live,E01024362,Maidstone 011B E01024362,21474,7,24031,8,0.059,27479,9,0.041,20807,7,30857,10,13445,5,5569,2,7792,3,19136,6,0.103,22347,7,0.086
CT17 0AS,Live,E01024248,Dover 011H E01024248,6584,3,5344,2,0.223,4954,2,0.171,4800,2,12085,4,4546,2,21777,7,20253,7,6071,2,0.265,7366,3,0.242
ME20 7JU,Live,E01024718,Tonbridge and Malling 005B E01024718,31908,10,30907,10,0.029,29884,10,0.033,23061,8,29181,9,24306,8,29897,10,26707,9,26499,9,0.055,31905,10,0.031
ME15 9QL,Live,E01024404,Maidstone 012D E01024404,31499,10,30373,10,0.032,29458,9,0.035,25361,8,29417,9,23568,8,26258,8,22987,7,28838,9,0.041,31352,10,0.036
ME5 0LE,Live,E01016067,Medway 027D E01016067,9592,3,9342,3,0.163,7223,3,0.143,6694,3,10345,4,8020,3,22955,7,19615,6,12765,4,0.164,8386,3,0.224
PR1 0JE,Live,E01025424,South Ribble 001A E01025424,29731,10,32343,10,0.019,29575,10,0.034,28165,9,20772,7,24571,8,27095,9,11156,4,32740,10,0.008,31869,10,0.031
BB7 1EJ,Live,E01025334,Ribble Valley 002A E01025334,19594,6,14948,5,0.11,14089,5,0.091,24830,8,14843,5,24309,8,28041,9,13785,5,11017,4,0.186,21578,7,0.09
BB18 5TB,Live,E01025198,Pendle 002D E01025198,11677,4,13818,5,0.119,14215,5,0.09,6993,3,13323,5,18925,6,32746,10,1310,1,15361,5,0.136,14397,5,0.147
WN8 6JW,Live,E01025522,West Lancashire 009D E01025522,16069,5,13014,4,0.126,12747,4,0.099,13542,5,12649,4,20092,7,17229,6,24566,8,12884,4,0.163,11984,4,0.174
BB8 8JT,Live,E01025228,Pendle 007C E01025228,13312,5,18218,6,0.088,12273,4,0.102,11947,4,8303,3,12560,4,27526,9,5416,2,22873,7,0.076,17999,6,0.115
FY6 8BE,Live,E01025569,Wyre 014C E01025569,29087,9,24017,8,0.059,26923,9,0.043,29196,9,19797,7,25446,8,30706,10,19343,6,20295,7,0.094,27015,9,0.061
BB2 6DF,Live,E01012587,Blackburn with Darwen 002D E01012587,7810,3,6874,3,0.196,8880,3,0.127,14065,5,9219,3,6704,3,32135,10,1359,1,14037,5,0.15,5858,2,0.272
BB3 0AL,Live,E01012591,Blackburn with Darwen 014C E01012591,3390,2,5936,2,0.213,1637,1,0.239,7635,3,240,1,9671,3,28267,9,20385,7,12288,4,0.17,7480,3,0.24
BB1 1PY,Live,E01012641,Blackburn with Darwen 008F E01012641,1335,1,862,1,0.36,2776,1,0.208,861,1,1321,1,2151,1,18295,6,17692,6,560,1,0.464,5581,2,0.278
FY4 2AR,Live,E01012745,Blackpool 015D E01012745,2673,1,4688,2,0.236,3746,2,0.189,4143,2,1002,1,2594,1,30881,10,2401,1,4164,2,0.305,7857,3,0.234
NG18 2DY,Live,E01028275,Mansfield 009D E01028275,2835,1,2645,1,0.287,3952,2,0.186,554,1,3408,2,5422,2,19340,6,22238,7,1317,1,0.408,6460,2,0.259
NG3 7EB,Live,E01013917,Nottingham 024E E01013917,4980,2,4591,2,0.238,4002,2,0.185,7140,3,7146,3,4209,2,18010,6,8633,3,4614,2,0.295,5034,2,0.291
SY8 1GJ,Live,E01033527,Shropshire 038I E01033527,20536,7,20648,7,0.074,19158,6,0.069,21337,7,23924,8,15896,5,16056,5,7573,3,24279,8,0.068,20457,7,0.097
TF7 5HX,Live,E01014161,Telford and Wrekin 022C E01014161,10550,4,9114,3,0.166,5634,2,0.161,9718,3,8994,3,15492,5,23922,8,29689,10,11901,4,0.175,12843,4,0.163
SK11 8JR,Live,E01018623,Macclesfield 018B E01018623,21869,7,20995,7,0.073,17798,6,0.074,26668,9,14903,5,25078,8,23488,8,9662,3,24858,8,0.064,17121,6,0.122
CH4 7AE,Live,E01018340,Chester 014D E01018340,18769,6,14986,5,0.11,18744,6,0.07,21828,7,15166,5,21005,7,13344,5,13371,5,13853,5,0.152,16873,6,0.124
CH3 5XF,Live,E01018321,Chester 013B E01018321,29747,10,26537,9,0.048,24588,8,0.05,28839,9,25045,8,27854,9,25778,8,19482,6,29402,9,0.038,25403,8,0.069
PL27 6BU,Live,E01018970,North Cornwall 009A E01018970,25130,8,20126,7,0.077,22796,7,0.056,21407,7,22639,7,32146,10,10812,4,28069,9,18316,6,0.109,21303,7,0.092
PL23 1HE,Live,E01019025,Restormel 009B E01019025,21729,7,22141,7,0.067,26553,9,0.044,23074,8,24525,8,31142,10,5916,2,5575,2,15321,5,0.137,26692,9,0.062
PL17 7DR,Live,E01018751,Caradon 003B E01018751,5443,2,5313,2,0.224,3813,2,0.188,6876,3,5525,2,16375,5,20032,7,4809,2,4113,2,0.307,10180,4,0.197
LA23 1HW,Live,E01019395,South Lakeland 001D E01019395,21344,7,21526,7,0.07,21150,7,0.061,16056,5,22495,7,28954,9,12717,4,8748,3,27225,9,0.051,19544,6,0.104
CA7 3EZ,Live,E01019082,Allerdale 003B E01019082,15841,5,18733,6,0.085,14556,5,0.089,8924,3,15730,5,18241,6,32470,10,4942,2,24256,8,0.068,18660,6,0.11
LA21 8EW,Live,E01019350,South Lakeland 008C E01019350,20181,7,29354,9,0.037,30618,10,0.03,26601,9,28558,9,30313,10,2564,1,1201,1,32531,10,0.012,26863,9,0.062
GL52 8AE,Live,E01022432,Tewkesbury 005A E01022432,26461,9,25505,8,0.053,24217,8,0.051,20399,7,22640,7,32277,10,12891,4,20057,7,23429,8,0.073,29317,9,0.049
WD6 5NN,Live,E01023544,Hertsmere 009A E01023544,21171,7,22143,7,0.067,25285,8,0.048,17873,6,23995,8,24336,8,2081,1,25079,8,22712,7,0.077,17926,6,0.115
WD6 5LG,Live,E01023583,Hertsmere 004C E01023583,18561,6,17884,6,0.09,21003,7,0.062,15030,5,24218,8,6301,2,14437,5,15604,5,17487,6,0.116,18276,6,0.113
WD23 4PA,Live,E01023561,Hertsmere 012D E01023561,22753,7,17684,6,0.091,23086,8,0.055,18336,6,26846,9,12287,4,15738,5,25313,8,17798,6,0.113,14716,5,0.144
EN7 5FB,Live,E01023293,Broxbourne 011A E01023293,14543,5,17866,6,0.09,16384,5,0.08,9761,3,27230,9,6570,3,4560,2,15957,5,19180,6,0.102,18729,6,0.109
PO30 2DX,Live,E01017310,Isle of Wight 008A E01017310,15339,5,17795,6,0.091,16553,6,0.079,16494,6,15914,5,7089,3,9630,3,11256,4,20955,7,0.089,19242,6,0.106
PO30 5QU,Live,E01017293,Isle of Wight 011B E01017293,26844,9,24013,8,0.059,22883,7,0.056,17710,6,21181,7,21945,7,25714,8,30414,10,20036,7,0.095,26894,9,0.061
PE6 8NF,Live,E01026306,South Kesteven 014D E01026306,17490,6,12865,4,0.127,14299,5,0.09,10131,4,15509,5,29823,10,19281,6,27941,9,13578,5,0.155,14867,5,0.142
LN7 6QZ,Live,E01026367,West Lindsey 001A E01026367,10362,4,12847,4,0.127,9081,3,0.125,19883,7,9343,3,14920,5,6339,2,4529,2,18753,6,0.106,15907,5,0.132
PE22 8AA,Live,E01026102,East Lindsey 018D E01026102,8103,3,12421,4,0.131,9726,3,0.12,7019,3,13853,5,27738,9,2824,1,1436,1,11117,4,0.185,15462,5,0.136
PE25 2QH,Live,E01026084,East Lindsey 012A E01026084,6040,2,6667,3,0.2,4871,2,0.172,2623,1,6803,3,11647,4,29075,9,9915,4,7919,3,0.233,8350,3,0.225
PE30 2QB,Live,E01026668,King's Lynn and West Norfolk 009C E01026668,12731,4,13957,5,0.118,12512,4,0.1,10189,4,9069,3,10207,4,22720,7,11591,4,12079,4,0.173,16859,6,0.124
PE36 5HY,Live,E01026681,King's Lynn and West Norfolk 001B E01026681,13922,5,23673,8,0.06,16641,6,0.079,8736,3,13990,5,28903,9,3003,1,5573,2,16770,6,0.123,28932,9,0.051
IP24 1LH,Live,E01026472,Breckland 016E E01026472,25760,8,28029,9,0.042,24641,8,0.05,9510,3,19286,6,24974,8,29625,10,24905,8,26164,8,0.057,28845,9,0.052
IP26 4PE,Live,E01026651,King's Lynn and West Norfolk 019D E01026651,14601,5,19109,6,0.083,15228,5,0.085,8723,3,17546,6,18647,6,9475,3,6469,2,21886,7,0.083,19193,6,0.106
NN4 6TP,Live,E01027274,South Northamptonshire 002B E01027274,30598,10,31469,10,0.026,31815,10,0.024,29105,9,31962,10,26582,9,6868,3,27493,9,30648,10,0.03,30516,10,0.042
NN12 8TL,Live,E01027295,South Northamptonshire 007B E01027295,31928,10,29343,9,0.037,28252,9,0.039,27127,9,29713,10,27079,9,30715,10,23665,8,30312,10,0.033,26053,8,0.066
